id,description,tags,price,weight,origin,dest,gift,label_id,price_bin,weight_bin
283,Minimalist postcard set (8 pcs),"paper,card,postcard,minimalist",9.0,0.06,CA,US,0,16,0-25,0-0.25
366,Gaming system 1TB performance edition,"electronics,gaming,console,performance",479.0,1.85,CA,US,0,17,200+,1-2
388,Women's soft-knit sweater size L,"apparel,sweater,knit,women,clothing",44.0,0.62,CA,US,0,3,25-50,0.5-1
258,Wooden home office bookshelf,"furniture,bookshelf,wood,home,office",199.0,15.8,CA,US,0,8,100-200,2+
158,Wooden storage bench,"furniture,bench,wood,home,entryway",199.0,14.5,CA,US,0,8,100-200,2+
420,Women's ribbed sweater size L,"apparel,sweater,ribbed,women,clothing",39.0,0.58,CA,US,0,3,25-50,0.5-1
133,Plastic mixing bowl set (6 pcs),"kitchen,plastic,bowl,food_prep",14.0,0.55,CA,US,0,15,0-25,0.5-1
453,Retro CD/radio boombox,"electronics,audio,player,cd,radio,boombox",54.0,1.2,CA,US,0,18,50-100,1-2
370,Women's athletic tank size S,"apparel,tank_top,athletic,women,clothing",18.0,0.2,CA,US,0,3,0-25,0-0.25
24,Children’s puzzle (500 pieces),"toys,puzzle,board,children,educational",14.0,0.55,CA,US,0,5,0-25,0.5-1
182,Plastic shoe storage boxes (4 pack),"kitchen,plastic,storage,shoe_box",22.0,1.2,CA,US,0,15,0-25,1-2
422,Cordless palm sander 20V,"tools,power_tool,sander,palm,cordless",119.0,1.65,CA,US,0,2,100-200,1-2
272,Cordless compact drill 12V,"tools,power_tool,drill,cordless,compact",99.0,1.25,CA,US,0,2,50-100,1-2
368,29-inch business monitor,"electronics,monitor,display,29_inch",219.0,4.3,CA,US,0,19,200+,2+
67,Hard shell carry-on suitcase 20 inch,"bags,luggage,travel,suitcase,carry_on",119.0,2.9,CA,US,0,14,100-200,2+
54,Portable handheld gaming console 128GB,"electronics,gaming,console,portable",229.0,0.65,CA,US,0,17,200+,0.5-1
191,Kids alphabet learning kit,"toys,learning,children,alphabet,educational",16.0,0.4,CA,US,0,5,0-25,0.25-0.5
22,Gaming mechanical keyboard,"electronics,computer,keyboard,peripheral,gaming",139.0,0.9,CA,US,0,9,100-200,0.5-1
58,Men's running shorts size M,"apparel,shorts,running,men,clothing",22.0,0.22,CA,US,0,3,0-25,0-0.25
363,Wheeled carry-on travel case 19 inch,"bags,luggage,travel,suitcase,carry_on",119.0,2.8,CA,US,0,14,100-200,2+
219,Men's long-sleeve running top size M,"apparel,shirt,running,men,clothing",29.0,0.28,CA,US,0,3,25-50,0.25-0.5
151,Men's slim-fit jeans size 32,"apparel,jeans,denim,men,clothing",44.0,0.7,CA,US,0,3,25-50,0.5-1
38,Bluetooth bookshelf speakers (pair),"electronics,audio,speaker,bookshelf,brand_generic",115.0,3.2,CA,US,0,1,100-200,2+
210,Milk chocolate caramel bar 90g,"food,chocolate,snack,caramel",3.0,0.12,CA,US,0,10,0-25,0-0.25
305,Kids wooden math learning set,"toys,learning,children,wooden,educational",21.0,0.85,CA,US,0,5,0-25,0.5-1
226,Wooden double dresser,"furniture,dresser,wood,home,bedroom",289.0,22.4,CA,US,0,8,200+,2+
263,Medium travel backpack 28L,"bags,luggage,travel,backpack,medium",42.0,0.7,CA,US,0,14,25-50,0.5-1
257,Vitamin C brightening serum 50ml,"cosmetics,skincare,serum,brightening,face",23.0,0.16,CA,US,0,7,0-25,0-0.25
471,Portable CD/radio sound system,"electronics,audio,player,cd,radio",59.0,1.1,CA,US,0,18,50-100,1-2
470,Retro game console classic edition,"electronics,gaming,console,retro",69.0,0.45,CA,US,0,17,50-100,0.25-0.5
313,Expandable cabin suitcase 20 inch,"bags,luggage,travel,suitcase,carry_on",109.0,2.6,CA,US,0,14,100-200,2+
496,Modern philosophy paperback 300 pages,"books,printed,paperback,reading,philosophy",13.0,0.4,CA,US,0,6,0-25,0.25-0.5
248,Women's embroidered dress size S,"apparel,dress,women,embroidered",88.0,0.34,CA,US,0,13,50-100,0.25-0.5
338,Women's denim shorts size L,"apparel,shorts,denim,women,clothing",27.0,0.35,CA,US,0,3,25-50,0.25-0.5
165,Vintage photo postcard bundle (30 pcs),"paper,card,postcard,vintage,photo",17.0,0.2,CA,US,0,16,0-25,0-0.25
457,Wireless subwoofer system,"electronics,audio,subwoofer,wireless",189.0,4.0,CA,US,0,1,100-200,2+
287,Men's lightweight hoodie size M,"apparel,hoodie,lightweight,men,clothing",32.0,0.48,CA,US,0,3,25-50,0.25-0.5
75,Wireless gaming headset,"electronics,audio,headset,gaming,wireless",79.0,0.45,CA,US,0,1,50-100,0.25-0.5
55,Portable CD music player,"electronics,audio,cd_player,music,portable",49.0,0.85,CA,US,0,18,25-50,0.5-1
489,Portable CD/radio music box,"electronics,audio,player,cd,radio",52.0,1.08,CA,US,0,18,50-100,1-2
106,Kids art coloring set (120 pcs),"toys,art,children,coloring,educational",22.0,0.75,CA,US,0,5,0-25,0.5-1
125,Classic literature novel 500 pages,"books,printed,paperback,reading,literature",17.0,0.55,CA,US,0,6,0-25,0.5-1
121,Women's puffer jacket size M,"apparel,jacket,puffer,women,clothing",89.0,1.3,CA,US,0,3,50-100,1-2
308,Wooden mid-century TV cabinet,"furniture,cabinet,wood,home,living_room",279.0,17.2,CA,US,0,8,200+,2+
246,Chocolate chip cookie bites 120g,"food,chocolate,snack,cookie",4.0,0.2,CA,US,0,10,0-25,0-0.25
103,Women's cotton sweater size S,"apparel,sweater,cotton,women,clothing",39.0,0.6,CA,US,0,3,25-50,0.5-1
396,Chocolate coconut bar 100g,"food,chocolate,snack,coconut",3.0,0.1,CA,US,0,10,0-25,0-0.25
124,Kids wooden puzzle animals,"toys,puzzle,children,wooden,educational",19.0,0.42,CA,US,0,5,0-25,0.25-0.5
187,Men's casual button-up shirt size M,"apparel,shirt,button_up,men,clothing",33.0,0.38,CA,US,0,3,25-50,0.25-0.5
172,Cordless leaf blower 20V,"tools,power_tool,blower,cordless",169.0,2.6,CA,US,0,2,100-200,2+
474,Women's wool scarf,"apparel,scarf,wool,women,clothing",28.0,0.2,CA,US,0,3,25-50,0-0.25
189,Bluetooth portable radio speaker,"electronics,audio,speaker,radio,wireless",59.0,0.6,CA,US,0,1,50-100,0.5-1
108,Vitamin E moisturizing cream 100ml,"cosmetics,skincare,cream,moisturizer,vitamin_e",18.0,0.2,CA,US,0,7,0-25,0-0.25
26,Family board game for 4 players,"toys,board_game,family,children,educational",32.0,1.2,CA,US,0,5,25-50,1-2
300,Plastic storage tubs (2 pack),"kitchen,plastic,storage,tub",12.0,0.85,CA,US,0,15,0-25,0.5-1
289,Wireless studio monitor speaker,"electronics,audio,speaker,studio,wireless",189.0,3.1,CA,US,0,1,100-200,2+
180,Women's maxi dress size M,"apparel,dress,women,maxi,clothing",72.0,0.36,CA,US,0,13,50-100,0.25-0.5
45,SPF30 face sunscreen 120ml,"cosmetics,skincare,sunscreen,lotion,spf30",18.0,0.2,CA,US,0,7,0-25,0-0.25
70,Gaming console 256GB,"electronics,gaming,console,brand_generic",299.0,0.85,CA,US,0,17,200+,0.5-1
356,Contemporary poetry book 180 pages,"books,printed,paperback,reading,poetry",9.0,0.28,CA,US,0,6,0-25,0.25-0.5
400,Plastic storage basket,"kitchen,plastic,basket,storage",9.0,0.38,CA,US,0,15,0-25,0.25-0.5
446,Chocolate peanut crunch bar,"food,chocolate,snack,peanut",3.0,0.12,CA,US,0,10,0-25,0-0.25
235,Portable cassette player,"electronics,audio,player,cassette",49.0,0.85,CA,US,0,18,25-50,0.5-1
94,Cordless jigsaw cutting tool,"tools,power_tool,jigsaw,cordless",149.0,2.25,CA,US,0,2,100-200,2+
449,Medium hard-shell suitcase 25 inch,"bags,luggage,travel,suitcase,medium",149.0,3.6,CA,US,0,14,100-200,2+
185,MP3 music player 64GB,"electronics,audio,player,mp3,portable",54.0,0.2,CA,US,0,18,50-100,0-0.25
8,Men's cotton T-shirt size L,"apparel,shirt,tshirt,cotton,men,clothing",20.0,0.2,CA,US,1,3,0-25,0-0.25
84,Women's long-sleeve maxi dress size S,"apparel,dress,women,long_sleeve,maxi",69.0,0.42,CA,US,0,13,50-100,0.25-0.5
175,SPF20 daily face moisturizer 50ml,"cosmetics,skincare,moisturizer,face,spf20",19.0,0.14,CA,US,0,7,0-25,0-0.25
250,Plastic colander strainer (2 pcs),"kitchen,plastic,strainer,colander",9.0,0.4,CA,US,0,15,0-25,0.25-0.5
91,Men's winter coat size XL,"apparel,coat,winter,men,clothing",129.0,1.6,CA,US,0,3,100-200,1-2
451,Minimalist black-and-white postcards,"paper,card,postcard,minimalist",9.0,0.08,CA,US,0,16,0-25,0-0.25
105,Cordless multi-tool 18V,"tools,power_tool,multi_tool,cordless",149.0,1.95,CA,US,0,2,100-200,1-2
404,Cordless angle drill 18V,"tools,power_tool,drill,angle,cordless",159.0,1.85,CA,US,0,2,100-200,1-2
88,Gaming console bundle 512GB,"electronics,gaming,console,bundle",349.0,1.2,CA,US,0,17,200+,1-2
6,Bosch 18V cordless drill kit,"tools,power_tool,drill,cordless,brand_bosch",199.0,2.0,CA,US,0,2,100-200,1-2
201,Men's cotton shorts size L,"apparel,shorts,cotton,men,clothing",21.0,0.28,CA,US,0,3,0-25,0.25-0.5
228,Chocolate hazelnut wafer pack 150g,"food,chocolate,snack,hazelnut",4.0,0.16,CA,US,0,10,0-25,0-0.25
19,Apple iPad 10.2-inch 64GB,"electronics,computer,tablet,brand_apple,ipad",429.0,0.5,CA,US,0,9,200+,0.25-0.5
17,Wooden dining table (4-seater),"furniture,table,wood,home,dining",299.0,18.0,CA,US,0,8,200+,2+
179,Rechargeable tactical flashlight,"electronics,battery,flashlight,tactical,rechargeable",29.0,0.22,CA,US,0,11,25-50,0-0.25
253,Bluetooth surround sound speaker,"electronics,audio,speaker,surround,wireless",159.0,2.8,CA,US,0,1,100-200,2+
431,Large 28 inch rolling suitcase,"bags,luggage,travel,suitcase,large",179.0,4.6,CA,US,0,14,100-200,2+
173,Kids space explorer kit,"toys,science,children,educational,space",24.0,0.65,CA,US,0,5,0-25,0.5-1
216,Next-gen gaming console 2TB,"electronics,gaming,console,4k",499.0,1.9,CA,US,0,17,200+,1-2
297,Rechargeable LED work torch,"electronics,battery,light,work,rechargeable",26.0,0.25,CA,US,0,11,25-50,0-0.25
433,Vintage travel postcards (14 pcs),"paper,card,postcard,vintage",12.0,0.12,CA,US,0,16,0-25,0-0.25
330,Women's sequin party dress size M,"apparel,dress,women,sequin,party",102.0,0.42,CA,US,0,13,100-200,0.25-0.5
2,Samsung Galaxy S21 Ultra 5G,"electronics,phone,smartphone,cellular,android,brand_samsung",1199.0,0.45,CA,US,0,0,200+,0.25-0.5
194,Wooden media console cabinet,"furniture,cabinet,wood,home,living_room",229.0,18.4,CA,US,0,8,200+,2+
269,Men's fleece jacket size XL,"apparel,jacket,fleece,men,clothing",44.0,0.75,CA,US,0,3,25-50,0.5-1
296,Chocolate hazelnut bar 100g,"food,chocolate,snack,hazelnut",3.0,0.1,CA,US,0,10,0-25,0-0.25
413,Lightweight carry-on 21 inch,"bags,luggage,travel,suitcase,carry_on",109.0,2.7,CA,US,0,14,100-200,2+
393,Collagen face cream 80ml,"cosmetics,skincare,cream,collagen,face",19.0,0.22,CA,US,0,7,0-25,0-0.25
140,Bluetooth desktop speakers,"electronics,audio,speaker,desktop",69.0,1.5,CA,US,0,1,50-100,1-2
419,Men's cotton joggers size L,"apparel,pants,joggers,men,clothing",29.0,0.5,CA,US,0,3,25-50,0.25-0.5
265,Retro postcard assortment (10 pcs),"paper,card,postcard,retro",9.0,0.08,CA,US,0,16,0-25,0-0.25
229,Rechargeable emergency worklight,"electronics,battery,light,work,rechargeable",39.0,0.28,CA,US,0,11,25-50,0.25-0.5
303,Wireless bookshelf stereo speakers,"electronics,audio,speaker,stereo,wireless",149.0,3.6,CA,US,0,1,100-200,2+
118,Portable CD boombox,"electronics,audio,player,cd,boombox",59.0,1.4,CA,US,0,18,50-100,1-2
174,Young adult fantasy novel 420 pages,"books,printed,paperback,reading,fantasy",14.0,0.48,CA,US,0,6,0-25,0.25-0.5
202,Women's cropped hoodie size S,"apparel,hoodie,cropped,women,clothing",34.0,0.48,CA,US,0,3,25-50,0.25-0.5
501,Matte lipstick for makeup,"cosmetics,makeup,lipstick,beauty",25.0,0.05,CA,US,0,7,0-25,0-0.25
268,21-inch thin bezel monitor,"electronics,monitor,display,21_inch",129.0,2.9,CA,US,0,19,100-200,2+
129,Mixed chocolate truffle selection,"food,chocolate,truffle,snack,gift_item",21.0,0.38,CA,US,1,10,0-25,0.25-0.5
117,Game console digital edition 1TB,"electronics,gaming,console,digital",399.0,1.65,CA,US,0,17,200+,1-2
69,Holiday greeting cards (15 pcs),"paper,card,postcard,holiday",13.0,0.18,CA,US,0,16,0-25,0-0.25
359,Office PC tower 16GB RAM,"electronics,computer,desktop,office,ssd",899.0,7.1,CA,US,0,9,200+,2+
207,Tea tree face toner 200ml,"cosmetics,skincare,toner,face,tea_tree",15.0,0.22,CA,US,0,7,0-25,0-0.25
50,Women's casual dress size S,"apparel,dress,women,casual,clothing",42.0,0.28,CA,US,0,13,25-50,0.25-0.5
160,Dark chocolate almond bar 120g,"food,chocolate,snack,almond",4.0,0.14,CA,US,0,10,0-25,0-0.25
176,Wooden kitchen bar stool,"furniture,stool,wood,home,kitchen",89.0,7.4,CA,US,0,8,50-100,2+
491,Men's slim-fit hoodie size M,"apparel,hoodie,slimfit,men,clothing",34.0,0.58,CA,US,0,3,25-50,0.5-1
61,Aloe vera body lotion 250ml,"cosmetics,skincare,lotion,body,aloe_vera",14.0,0.28,CA,US,0,7,0-25,0.25-0.5
406,Fantasy adventure novel 480 pages,"books,printed,paperback,reading,fantasy",14.0,0.48,CA,US,0,6,0-25,0.25-0.5
273,Kids puzzle map of world (200 pcs),"toys,puzzle,children,educational,map",19.0,0.6,CA,US,0,5,0-25,0.5-1
224,Modern poetry collection 280 pages,"books,printed,paperback,reading,poetry",12.0,0.3,CA,US,0,6,0-25,0.25-0.5
27,Refurbished Apple iPhone 13 128GB,"electronics,phone,smartphone,cellular,refurbished,brand_apple",799.0,0.38,CA,US,0,0,200+,0.25-0.5
81,Office laptop 8GB/512GB SSD,"electronics,computer,laptop,office,ssd,brand_hp",849.0,1.75,CA,US,0,9,200+,1-2
164,Plastic tool organizer (12 slots),"kitchen,plastic,organizer,storage",13.0,0.85,CA,US,0,15,0-25,0.5-1
242,Horror fiction novel 350 pages,"books,printed,paperback,reading,horror",13.0,0.5,CA,US,0,6,0-25,0.25-0.5
438,Women's jean skirt size S,"apparel,skirt,denim,women,clothing",29.0,0.4,CA,US,0,3,25-50,0.25-0.5
325,Lavender night cream 60ml,"cosmetics,skincare,cream,lavender,face",18.0,0.16,CA,US,0,7,0-25,0-0.25
40,Women's fleece hoodie size M,"apparel,hoodie,fleece,women,clothing",32.0,0.5,CA,US,0,3,25-50,0.25-0.5
209,Business laptop 8GB/1TB HDD,"electronics,computer,laptop,office,hdd",599.0,1.9,CA,US,0,9,200+,1-2
130,Rechargeable camping lantern,"electronics,battery,lantern,camping,rechargeable",34.0,0.35,CA,US,0,11,25-50,0.25-0.5
326,Wooden dining room chair,"furniture,chair,wood,home,dining",79.0,6.7,CA,US,0,8,50-100,2+
342,Modern fiction novel 270 pages,"books,printed,paperback,reading,fiction",10.0,0.32,CA,US,0,6,0-25,0.25-0.5
348,Women's tiered maxi dress size L,"apparel,dress,women,maxi,tiered",78.0,0.38,CA,US,0,13,50-100,0.25-0.5
277,Mid-range workstation desktop,"electronics,computer,desktop,workstation,ssd",1199.0,7.9,CA,US,0,9,200+,2+
214,Plastic water pitcher (2L),"kitchen,plastic,pitcher,water",9.0,0.45,CA,US,0,15,0-25,0.25-0.5
25,Large teddy bear gift 60cm,"toys,plush,teddy,children,gift_item",39.0,0.9,CA,US,1,5,25-50,0.5-1
336,24-inch thin frame monitor,"electronics,monitor,display,24_inch",159.0,3.2,CA,US,0,19,100-200,2+
309,Pro gaming desktop PC 32GB/1TB,"electronics,computer,desktop,gaming,ssd",1899.0,9.4,CA,US,0,9,200+,2+
459,Kids sensory fidget toy set,"toys,sensory,children,fidget,educational",14.0,0.34,CA,US,0,5,0-25,0.25-0.5
345,Performance office PC 32GB/1TB,"electronics,computer,desktop,office,ssd",1299.0,8.1,CA,US,0,9,200+,2+
249,Travel cart suitcase 34 inch,"bags,luggage,travel,suitcase,large",199.0,5.1,CA,US,0,14,100-200,2+
145,Rustic wooden coffee table,"furniture,table,wood,coffee,home",189.0,11.6,CA,US,0,8,100-200,2+
337,Men's basic crewneck tee size M,"apparel,shirt,tshirt,men,clothing",18.0,0.22,CA,US,0,3,0-25,0-0.25
334,Retro TV-style gaming console,"electronics,gaming,console,retro",69.0,0.55,CA,US,0,17,50-100,0.5-1
460,Historical fiction biography 410 pages,"books,printed,paperback,reading,history",15.0,0.56,CA,US,0,6,0-25,0.5-1
141,Cordless angle grinder 18V,"tools,power_tool,grinder,cordless",159.0,2.45,CA,US,0,2,100-200,2+
220,Women's fleece-lined leggings size M,"apparel,leggings,fleece,women,clothing",34.0,0.35,CA,US,0,3,25-50,0.25-0.5
299,Large travel suitcase 32 inch,"bags,luggage,travel,suitcase,large",189.0,4.9,CA,US,0,14,100-200,2+
490,34-inch immersive monitor,"electronics,monitor,display,34_inch",399.0,7.5,CA,US,0,19,200+,2+
315,Coastal theme postcard set (10 pcs),"paper,card,postcard,coastal",8.0,0.08,CA,US,0,16,0-25,0-0.25
469,Animal illustration postcards (15 pcs),"paper,card,postcard,illustration",12.0,0.11,CA,US,0,16,0-25,0-0.25
307,Cucumber hydrating toner 150ml,"cosmetics,skincare,toner,hydrating,face",14.0,0.16,CA,US,0,7,0-25,0-0.25
139,Women's yoga pants size S,"apparel,pants,yoga,women,clothing",27.0,0.32,CA,US,0,3,25-50,0.25-0.5
127,Wooden office filing cabinet,"furniture,cabinet,office,wood,home",189.0,18.2,CA,US,0,8,100-200,2+
480,Wooden modern coffee table,"furniture,table,wood,living_room,home",169.0,11.9,CA,US,0,8,100-200,2+
390,Cordless wet/dry shop vac,"tools,power_tool,vacuum,shop,cordless",189.0,3.8,CA,US,0,2,100-200,2+
203,Wireless bookshelf audio system,"electronics,audio,speaker,bookshelf,wireless",129.0,3.7,CA,US,0,1,100-200,2+
409,Student notebook laptop 8GB/256GB,"electronics,computer,laptop,student,ssd",649.0,1.55,CA,US,0,9,200+,1-2
83,USB rechargeable lantern,"electronics,battery,lantern,rechargeable",24.0,0.3,CA,US,0,11,0-25,0.25-0.5
123,Cordless reciprocating saw 20V,"tools,power_tool,saw,reciprocating,cordless",179.0,2.9,CA,US,0,2,100-200,2+
234,Portable gaming console 512GB,"electronics,gaming,console,portable",339.0,0.75,CA,US,0,17,200+,0.5-1
16,SPF50 sunscreen lotion 100ml,"cosmetics,skincare,sunscreen,lotion,spf50",18.0,0.15,CA,US,1,7,0-25,0-0.25
98,Wooden office desk,"furniture,desk,wood,office,home",199.0,15.8,CA,US,0,8,100-200,2+
87,Vintage postcard pack (20 pcs),"paper,card,postcard,vintage",14.0,0.15,CA,US,0,16,0-25,0-0.25
225,SPF15 hydrating lip balm,"cosmetics,skincare,balm,lip,spf15",8.0,0.05,CA,US,0,7,0-25,0-0.25
344,Wooden sideboard cabinet,"furniture,cabinet,wood,home,dining",249.0,18.3,CA,US,0,8,200+,2+
403,Wireless compact bookshelf speakers,"electronics,audio,speaker,bookshelf,wireless",129.0,3.1,CA,US,0,1,100-200,2+
275,Chamomile face lotion 120ml,"cosmetics,skincare,lotion,face,calming",14.0,0.18,CA,US,0,7,0-25,0-0.25
65,Rechargeable AAA battery pack (4 pcs),"electronics,battery,rechargeable,aaa_cell",18.0,0.12,CA,US,0,11,0-25,0-0.25
288,Women's bootcut jeans size 28,"apparel,jeans,bootcut,women,clothing",39.0,0.75,CA,US,0,3,25-50,0.5-1
93,Bluetooth bookshelf stereo system,"electronics,audio,speaker,stereo",139.0,3.8,CA,US,0,1,100-200,2+
181,Hard shell carry-on case 22 inch,"bags,luggage,travel,carry_on,suitcase",129.0,3.1,CA,US,0,14,100-200,2+
157,Hyaluronic acid serum 50ml,"cosmetics,skincare,serum,hydrating,face",21.0,0.15,CA,US,0,7,0-25,0-0.25
267,Portable radio CD player,"electronics,audio,player,cd,radio",58.0,1.05,CA,US,0,18,50-100,1-2
